,content,mark
3305244,假货开卖了！,-99
1120471,亚星化学都是人才啊，应该转行干保壳[大笑],-99
3893545,皇城根下的杂碎票,-99
232037,大赚,-99
4613878,上海雅仕今日申购 顶格申购需配市值13万,-99
11831,现在最不懂的就是主力走势,-99
1898715,何时复牌,-99
3818260,预感增发前会有一次涨停,-99
3022001,这有什么好骗的！！,-99
4977492,满仓98手被套12个点，再跌也没钱补了，看来只能,-99
3478998,只能加剧两极分化,-99
3190828,你是带不动的，你就是做小弟的命，别闹了，快下,-99
1345742,滞涨和下跌是它的特点……[减仓],-99
905264,坚定卖出了,-99
5309906,谁都想不到今天会跌8%,-99
1427386,卖了，认谢。,-99
3888457,600880参股成都银行两手准备新也打600880也买点,-99
3077957,还没跌停啊 赶紧的 我在跌停买100手,-99
4645251,冷链的中报黑天鹅？,-99
2150431,绿滴收盘[鼓掌][鼓掌][鼓掌]。,-99
3253150,这个星期最大的失误就是买了你，还好早点割了你,-99
1061563,静候曙光过户华泰，静候曙光更名！,-99
2051010,中国一汽、东风汽车、长安汽车签订战略合作协议,-99
188474,庄子曰：亡身不真，非役人也，，胖胖用最通俗的,-99
1176801,大盘要涨780点，澳柯玛再涨上20来元。,-99
661821,炒尼妈嗲破8元也该弹了吧,-99
3974682,有钱就能随意炒？,-99
1635481,上方无压力，买入,-99
76262,就急忙去投了简历。,-99
4835674,狗日的又是拉高逃命！！！！！！,-99
2923432,和阿里的合作项目一旦公布与众，那就不是现在这,-99
35549,最新：下半年雄安将谋划启动一批重大基础设施项,-99
917519,股应看主要。,-99
3921119,证券龙头股，真正的龙头,-99
1744293,再见了，死股，,-99
2266687,今天你下水了吗？从大盘的后腿--大腿--腰--一直,-99
3336840,这些话说起来很简单,-99
3504489,3手4手5手尼玛的,-99
4691489,化前期的获利盘，为接下,-99
1346764,打脸了，涨呀,-99
2638396,明天投反对票，狗庄悲催了，手里没有多少票，我,-99
5272737,跌停，跌停，跌停,-99
5406479,9:43主力散户大量进入，主力开始出逃，所谓的建,-99
624676,鸿福马上有钱秘籍一神龙出水黑马绝技,-99
200769,卖了割肉早了,-99
4568905,中国保监会召开紧急会议,-99
664883,掘机已服务,-99
2161556,盛宴结束，接下来就是哪里涨起来，跌回哪里去,-99
5192143,超级主力会突然狂飙机会留给有准备的人潜伏拉升,-99
1627461,别的黄金股都涨两个点了，你半个点也不涨，牛逼,-99
1324205,再來個千股跌停如何？破下新低后看着舒服，不要,-99
5441623,破位阴跌中。,-99
1178515,同时，上证指数濒临前高阻力,-99
3282904,幸福蓝海，中国科传都涨过一波啦。傻呀，[大笑],-99
4068460,小盘、上海又是林园股，为何会一路下跌，值得关,-99
2532171,随意不作为的停牌给股民造成的损失，该不该有人,-99
4649677,”安井”看好你30亿元左右市值！相对的股价约在,-99
74048,有机构举牌了！！注意！别洗出去了！！,-99
240819,快逃命吧：大盘大幅回调时此垃圾必破5块！,-99
4340418,还是方大炭素牛，此股就是个跟屁虫,-99
1565599,风说来就来,-99
1147899,所以我贬低心智懒得人,-99
4475427,买茅台，价值投资，远离小盘次新垃圾。周三见！,-99
3104174,其实她开始是觉得我失恋了,-99
1237356,今晚公告，员工持股股份已经清仓，后天涨停，然,-99
5454949,我就说一句：30日出年报，周日晚必出结果，明天,-99
2522593,割好韭菜施肥下次再割。不玩了！,-99
5083162,筹码松动，抢筹的把戏！,-99
130091,创业板面临方向性选择,-99
382853,破年线了赶紧跑,-99
3862329,又套一片……。,-99
3475108,弄两个小破星也是准备跌啊  业绩快报已经出了，,-99
2639142,4千压着不让涨,-99
4156687,为了这货，昨天错过了开立医疗，今天错过了博世,-99
3389019,：沪指强势翻红 国企改革上演“救市主,-99
771514,中报速递：太龙药业2017年上半年盈利229.94万元,-99
462210,重庆啤酒,-99
2840426,：沪指七月获将迎来开门,-99
4176490,开盘抢筹的速度了，再不抢没机会了，哈哈。还十,-99
1729851,快跑啊！要大跌 为毛唱多的帖子发不出去，唱空,-99
2918192,今日走势,-99
699241,截止12月16日,-99
3859234,庄在偷着乐，在小散的配合下，己完全出货的任务,-99
1697751,初复牌有望。,-99
2033470,市北高新600604-业绩回升符合预期，打造大数据,-99
2386764,尼玛买了银鸽没买你，赚的少点但是我看好你啊d,-99
11512,逢低重点,-99
2394873,庄差不多了，随时拉升,-99
4890207,我朋友换了国科微早解套了,-99
5410065,16左右等你，装吧,-99
3595599,A股先抑后扬 量能制约多,-99
138674,六大维度锁定未来两年高增长（目前低估值）的股,-99
3989326,金钼还是MSCI类股票（明年进入国际市场的股票）,-99
3727413,远离险资重仓股,-99
3515411,纯空头行情，静等10元以下,-99
2848203,主力昨天一直再绿，就是尾盘红了下，今天直接下,-99
3815085,卖了，卖了,-99
3126792,减持新规？“增持更重要”！股无惧下跌将率先,-99
676277,怎么上去就怎么下来,-99
643957,行业产能和产量,-99
472866,止跌了,-99
2936665,感觉几个主力还没商量好，一个想拉，一个压住。,-99
465294,48.7买进了，预期应该不错。,-99
1597855,靠你嘛B兵器集团的凌云股份，老子割肉了,-99
5473905,智能制造起来了。克莱机电调整到位，万事俱备只,-99
2732269,有感激我的吗？,-99
1219532,天量出来了 好事还是坏事呢,-99
3831840,6.08在524时间建仓的股票星期五已认赔出局，看,-99
3079275,[图片],-99
3116282,600883,-99
2517576,新东方、好未来合资1亿成立公益基金，开启民办,-99
902,不怕死你就张，下周新股多又多。,-99
1696297,真是个垃圾，刚起来又养胃了,-99
3287241,比股灾后第二年中国股市的融资量还少500亿罚款,-99
4473198,放量了,-99
8919,周线量价背离 下周有调整 先获利出来看看 别太,-99
